trial,val_roc_auc,train_time_sec,params
0,0.9168136198200455,1.6543269157409668,"{'num_leaves': 96, 'max_depth': 8, 'learning_rate': 0.06, 'n_estimators': 220, 'min_child_samples': 40, 'subsample': 0.85, 'colsample_bytree': 0.85, 'reg_lambda': 5.0, 'reg_alpha': 0.3}"
1,0.9180179281012665,1.2635829448699951,"{'num_leaves': 64, 'max_depth': 7, 'learning_rate': 0.05, 'n_estimators': 260, 'min_child_samples': 70, 'subsample': 0.9, 'colsample_bytree': 0.8, 'reg_lambda': 10.0, 'reg_alpha': 0.5}"
