market_segment,n,cancel_rate,adr_mean,booking_value_sum
Online TA,56477,0.3672114312020823,117.19706287515271,23942047.53
Offline TA/TO,24219,0.34316032866757507,87.35478260869566,8151912.73
Groups,19811,0.6106203624249155,79.47947201049922,4669636.74
Direct,12606,0.15341900682214818,115.44517531334284,5093028.39
Corporate,5295,0.1873465533522191,69.35895184135978,774295.26
Complementary,743,0.13055181695827725,2.8863660834454916,5082.52
Aviation,237,0.21940928270042195,100.14210970464136,87446.36
Undefined,2,1.0,15.0,48.0
